,personid,year_week,perform1,phonecallraw,logphonecall,treatment_experiment,treatment_post_experiment,balanced
37,3906,201106.0,-1.6735976,,,1.0,0.0,1.0
38,3906,201107.0,1.4640746,,,1.0,0.0,1.0
39,3906,201108.0,1.1527652,,,1.0,0.0,1.0
40,3906,201109.0,0.30895254,,,1.0,0.0,1.0
41,3906,201110.0,2.717505,,,1.0,0.0,1.0
42,3906,201111.0,-1.6776937,,,0.0,0.0,1.0
43,3906,201113.0,1.5378059,,,1.0,0.0,1.0
44,3906,201114.0,0.50147283,,,1.0,0.0,1.0
45,3906,201115.0,0.7390512,,,1.0,0.0,1.0
46,3906,201116.0,1.3248045,,,1.0,0.0,1.0
47,3906,201117.0,-1.0304976,,,0.0,0.0,1.0
48,3906,201118.0,-0.02693406,,,1.0,0.0,1.0
49,3906,201119.0,1.2715544,,,1.0,0.0,1.0
50,3906,201120.0,-1.4892695,,,0.0,0.0,1.0
51,3906,201121.0,-1.6776937,,,1.0,0.0,1.0
52,3906,201122.0,-1.6735976,,,0.0,0.0,1.0
53,3906,201123.0,-0.5758219,,,1.0,0.0,1.0
54,3906,201124.0,0.3294334,,,1.0,0.0,1.0
55,3906,201125.0,-1.2598836,,,1.0,0.0,1.0
56,3906,201126.0,-0.022837883,,,1.0,0.0,1.0
57,3906,201127.0,0.5178576,,,1.0,0.0,1.0
58,3906,201128.0,1.1609575,,,1.0,0.0,1.0
59,3906,201129.0,-0.8871314,,,1.0,0.0,1.0
60,3906,201130.0,1.3698626,,,1.0,0.0,1.0
61,3906,201131.0,-0.031030238,,,1.0,0.0,1.0
62,3906,201132.0,0.10414363,,,1.0,0.0,1.0
63,3906,201133.0,1.3207085,,,1.0,0.0,1.0
64,3906,201134.0,0.64893526,,,0.0,1.0,1.0
65,3906,201135.0,0.72266644,,,0.0,1.0,1.0
66,3906,201136.0,-1.6776937,,,0.0,1.0,1.0
67,3906,201137.0,-1.6776937,,,0.0,1.0,1.0
68,3906,201140.0,-1.5998663,,,0.0,1.0,1.0
69,3906,201142.0,-1.1410944,,,0.0,1.0,1.0
70,3906,201143.0,-0.3341474,,,0.0,1.0,1.0
71,3906,201144.0,-0.20716588,,,0.0,1.0,1.0
72,3906,201145.0,0.8906098,,,0.0,1.0,1.0
73,3906,201146.0,1.9392314,,,0.0,1.0,1.0
74,3906,201147.0,1.0257837,,,0.0,1.0,1.0
75,3906,201148.0,1.5459982,,,0.0,1.0,1.0
76,3906,201149.0,1.6647874,,,0.0,1.0,1.0
77,3906,201150.0,0.08775891,,,0.0,1.0,1.0
78,3906,201151.0,0.2761831,,,0.0,1.0,1.0
79,3906,201152.0,1.1650537,,,0.0,1.0,1.0
80,3906,201201.0,-0.8625543,,,0.0,1.0,1.0
81,3906,201202.0,1.3043238,,,0.0,1.0,1.0
82,3906,201203.0,0.28437546,,,0.0,1.0,1.0
83,3906,201204.0,-1.3909612,,,0.0,1.0,1.0
84,3906,201205.0,,,,0.0,1.0,1.0
85,3906,201206.0,,,,0.0,1.0,1.0
86,3906,201207.0,,,,0.0,1.0,1.0
87,3906,201208.0,,,,0.0,1.0,1.0
88,3906,201209.0,,,,0.0,1.0,1.0
89,3906,201210.0,,,,0.0,1.0,1.0
90,3906,201211.0,,,,0.0,1.0,1.0
91,3906,201212.0,,,,0.0,1.0,1.0
92,3906,201213.0,,,,0.0,1.0,1.0
93,3906,201214.0,-1.4892695,,,0.0,1.0,1.0
94,3906,201215.0,-0.63316834,,,0.0,1.0,1.0
95,3906,201216.0,-0.39968625,,,0.0,1.0,1.0
96,3906,201217.0,1.033976,,,0.0,1.0,1.0
97,3906,201218.0,-1.6695013,,,0.0,1.0,1.0
98,3906,201220.0,-0.8256887,,,0.0,1.0,1.0
99,3906,201221.0,0.1451054,,,0.0,1.0,1.0
100,3906,201222.0,-1.3950574,,,0.0,1.0,1.0
101,3906,201223.0,-1.2148256,,,0.0,1.0,1.0
102,3906,201224.0,-1.6776937,,,0.0,1.0,1.0
103,3906,201227.0,-1.5343275,,,0.0,1.0,1.0
104,3906,201228.0,-1.6367319,,,0.0,1.0,1.0
105,3906,201229.0,-1.6776937,,,0.0,1.0,1.0
106,3906,201234.0,-1.4278269,,,0.0,1.0,1.0
107,3906,201235.0,0.17377865,,,0.0,1.0,1.0
108,3906,201236.0,0.18606718,,,0.0,1.0,1.0
109,3906,201237.0,0.2761831,,,0.0,1.0,1.0
110,3906,201238.0,0.22702897,,,0.0,1.0,1.0
111,3906,201239.0,-1.6695013,,,0.0,1.0,1.0
112,4122,201001.0,-1.1416086,223.0,5.4071717,0.0,0.0,1.0
113,4122,201002.0,0.41459236,499.0,6.212606,0.0,0.0,1.0
114,4122,201003.0,1.0139773,649.0,6.475433,0.0,0.0,1.0
115,4122,201004.0,1.4812315,709.0,6.5638556,0.0,0.0,1.0
116,4122,201005.0,-0.11504286,403.0,5.9989367,0.0,0.0,1.0
117,4122,201006.0,1.5070717,760.0,6.6333184,0.0,0.0,1.0
118,4122,201007.0,-1.030877,268.0,5.590987,0.0,0.0,1.0
119,4122,201008.0,-1.9553916,73.0,4.2904596,0.0,0.0,1.0
120,4122,201009.0,-0.73845196,301.0,5.7071104,0.0,0.0,1.0
121,4122,201010.0,1.1738675,629.0,6.4441314,0.0,0.0,1.0
122,4122,201011.0,0.6273752,529.0,6.2709885,0.0,0.0,1.0
123,4122,201012.0,1.2042505,662.0,6.4952655,0.0,0.0,1.0
124,4122,201013.0,1.0019656,614.0,6.419995,0.0,0.0,1.0
125,4122,201014.0,0.50311726,514.0,6.2422233,0.0,0.0,1.0
126,4122,201015.0,1.0703026,591.0,6.381816,0.0,0.0,1.0
127,4122,201016.0,-0.102425344,412.0,6.0210233,0.0,0.0,1.0
128,4122,201017.0,0.29104096,493.0,6.200509,0.0,0.0,1.0
129,4122,201018.0,0.9243418,662.0,6.4952655,0.0,0.0,1.0
130,4122,201019.0,0.33101356,488.0,6.1903152,0.0,0.0,1.0
131,4122,201020.0,0.12226848,442.0,6.09131,0.0,0.0,1.0
132,4122,201021.0,0.86286944,587.0,6.375025,0.0,0.0,1.0
133,4122,201022.0,0.2167489,457.0,6.1246834,0.0,0.0,1.0
134,4122,201023.0,0.49695998,503.0,6.22059,0.0,0.0,1.0
135,4122,201024.0,0.23905674,463.0,6.1377273,0.0,0.0,1.0
136,4122,201025.0,0.58447546,522.0,6.2576675,0.0,0.0,1.0
137,4122,201026.0,-0.8526155,246.0,5.5053315,0.0,0.0,1.0
138,4122,201027.0,-0.61056036,337.0,5.820083,0.0,0.0,1.0
139,4122,201028.0,0.043635704,435.0,6.075346,0.0,0.0,1.0
140,4122,201029.0,-0.26160863,382.0,5.9454207,0.0,0.0,1.0
141,4122,201030.0,-1.207018,199.0,5.293305,0.0,0.0,1.0
142,4122,201031.0,0.22351155,501.0,6.216606,0.0,0.0,1.0
143,4122,201032.0,0.17818932,480.0,6.173786,0.0,0.0,1.0
144,4122,201033.0,0.36573714,492.0,6.1984787,0.0,0.0,1.0
145,4122,201034.0,-0.03964069,470.0,6.152733,0.0,0.0,1.0
146,4122,201035.0,-1.0862931,228.0,5.4293456,0.0,0.0,1.0
147,4122,201036.0,-1.0433934,235.0,5.4595857,0.0,0.0,1.0
148,4122,201037.0,0.33373892,489.0,6.1923623,0.0,0.0,1.0
149,4122,201038.0,0.55701923,560.0,6.3279366,0.0,0.0,1.0
150,4122,201039.0,-0.313694,376.0,5.9295893,0.0,0.0,1.0
151,4122,201040.0,0.6697692,656.0,6.4861608,0.0,0.0,1.0
152,4122,201041.0,-1.307252,195.0,5.273,0.0,0.0,1.0
153,4122,201042.0,-1.7926753,89.0,4.4886365,0.0,0.0,1.0
154,4122,201043.0,-0.5344517,413.0,6.0234475,0.0,0.0,1.0
155,4122,201044.0,-0.3660823,383.0,5.948035,0.0,0.0,1.0
156,4122,201045.0,-0.6868713,309.0,5.733341,0.0,0.0,1.0
157,4122,201046.0,-0.20760551,404.0,6.001415,0.0,0.0,1.0
158,4122,201047.0,-0.07496964,433.0,6.070738,0.0,0.0,1.0
159,4122,201048.0,-0.94800466,270.0,5.598422,0.0,0.0,1.0
160,4122,201049.0,-0.69353336,300.0,5.7037826,1.0,0.0,1.0
161,4122,201050.0,1.137831,701.0,6.552508,1.0,0.0,1.0
162,4122,201051.0,0.068668954,442.0,6.09131,1.0,0.0,1.0
163,4122,201052.0,-0.04418268,429.0,6.061457,1.0,0.0,1.0
164,4122,201053.0,-1.6620584,126.0,4.836282,1.0,0.0,1.0
165,4122,201101.0,-1.1955115,295.0,5.6869755,1.0,0.0,1.0
166,4122,201102.0,0.59426594,613.0,6.418365,1.0,0.0,1.0
167,4122,201103.0,1.4509491,711.0,6.5666723,1.0,0.0,1.0
168,4122,201104.0,-0.46298516,354.0,5.869297,1.0,0.0,1.0
169,4122,201105.0,0.85610574,661.0,6.493754,1.0,0.0,1.0
170,4122,201106.0,0.031926494,446.0,6.100319,1.0,0.0,1.0
171,4122,201107.0,-0.04246673,434.0,6.0730443,1.0,0.0,1.0
172,4122,201108.0,0.2849833,635.0,6.453625,1.0,0.0,1.0
173,4122,201109.0,0.7469885,704.0,6.5567784,1.0,0.0,1.0
174,4122,201110.0,1.1976895,629.0,6.4441314,1.0,0.0,1.0
175,4122,201111.0,1.1277376,623.0,6.4345465,1.0,0.0,1.0
176,4122,201112.0,1.0041862,617.0,6.424869,1.0,0.0,1.0
177,4122,201113.0,1.9444478,785.0,6.6656837,1.0,0.0,1.0
178,4122,201114.0,0.8153265,563.0,6.3332796,1.0,0.0,1.0
179,4122,201115.0,0.91919386,647.0,6.4723463,1.0,0.0,1.0
180,4122,201116.0,0.6017361,548.0,6.3062754,1.0,0.0,1.0
181,4122,201117.0,1.7213688,784.0,6.664409,1.0,0.0,1.0
182,4122,201118.0,0.78231895,564.0,6.3350544,1.0,0.0,1.0
183,4122,201119.0,1.2311007,650.0,6.4769726,1.0,0.0,1.0
184,4122,201120.0,0.9641125,646.0,6.4707994,1.0,0.0,1.0
185,4122,201121.0,1.109164,673.0,6.5117455,1.0,0.0,1.0
186,4122,201122.0,1.7679026,753.0,6.6240654,1.0,0.0,1.0
187,4122,201123.0,-0.10908735,403.0,5.9989367,1.0,0.0,1.0
188,4122,201124.0,0.93847394,606.0,6.40688,1.0,0.0,1.0
189,4122,201125.0,1.0395151,654.0,6.4831076,1.0,0.0,1.0
190,4122,201126.0,0.51714784,541.0,6.2934194,1.0,0.0,1.0
191,4122,201127.0,0.6690637,529.0,6.2709885,1.0,0.0,1.0
192,4122,201128.0,1.5243328,727.0,6.5889263,1.0,0.0,1.0
193,4122,201129.0,1.6029657,734.0,6.598509,1.0,0.0,1.0
194,4122,201130.0,1.1615529,607.0,6.408529,1.0,0.0,1.0
195,4122,201131.0,1.5113113,755.0,6.6267176,1.0,0.0,1.0
196,4122,201132.0,0.5254246,579.0,6.3613024,1.0,0.0,1.0
197,4122,201133.0,0.9832913,629.0,6.4441314,1.0,0.0,1.0
198,4122,201134.0,0.24248864,473.0,6.1590953,0.0,1.0,1.0
199,4122,201135.0,-0.6345841,326.0,5.786897,0.0,1.0,1.0
200,4122,201136.0,0.11055927,453.0,6.115892,0.0,1.0,1.0
201,4122,201137.0,0.64342463,548.0,6.3062754,0.0,1.0,1.0
202,4122,201138.0,0.72124976,570.0,6.3456364,0.0,1.0,1.0
203,4122,201139.0,0.9254523,634.0,6.452049,0.0,1.0,1.0
204,4122,201140.0,0.33494967,555.0,6.3189683,0.0,1.0,1.0
205,4122,201141.0,-1.3152264,203.0,5.313206,0.0,1.0,1.0
206,4122,201142.0,-0.34468275,369.0,5.9107966,0.0,1.0,1.0
207,4122,201143.0,0.6520044,573.0,6.350886,0.0,1.0,1.0
208,4122,201144.0,0.38138247,548.0,6.3062754,0.0,1.0,1.0
209,4122,201145.0,-0.29794753,408.0,6.011267,0.0,1.0,1.0
210,4122,201146.0,,,,0.0,0.0,1.0
211,4122,201147.0,-0.070426136,297.0,5.6937323,0.0,1.0,1.0
212,4122,201148.0,-0.8180942,298.0,5.6970935,0.0,1.0,1.0
213,4122,201149.0,0.5690309,595.0,6.3885612,0.0,1.0,1.0
214,4122,201150.0,-1.3711474,165.0,5.1059456,0.0,1.0,1.0
215,4122,201151.0,0.68874687,569.0,6.3438807,0.0,1.0,1.0
216,4122,201152.0,-0.05215758,496.0,6.206576,0.0,1.0,1.0
217,4122,201201.0,0.31395417,532.0,6.2766433,0.0,1.0,1.0
218,4122,201202.0,0.48807678,550.0,6.3099184,0.0,1.0,1.0
219,4122,201203.0,-0.36739466,400.0,5.9914646,0.0,1.0,1.0
220,4122,201204.0,1.3055941,756.0,6.6280413,0.0,1.0,1.0
221,4122,201205.0,0.5090723,573.0,6.350886,0.0,1.0,1.0
222,4122,201206.0,-0.05447888,458.0,6.126869,0.0,1.0,1.0
223,4122,201207.0,0.20392908,496.0,6.206576,0.0,1.0,1.0
224,4122,201208.0,0.44194692,544.0,6.2989492,0.0,1.0,1.0
225,4122,201209.0,0.3103205,511.0,6.2363696,0.0,1.0,1.0
226,4122,201210.0,0.43790916,560.0,6.3279366,0.0,1.0,1.0
227,4122,201211.0,0.6314124,572.0,6.349139,0.0,1.0,1.0
228,4122,201212.0,0.52411276,537.0,6.285998,0.0,1.0,1.0
229,4122,201213.0,1.1521649,656.0,6.4861608,0.0,1.0,1.0
230,4122,201214.0,0.075432114,427.0,6.056784,0.0,1.0,1.0
231,4122,201215.0,1.2025344,657.0,6.4876842,0.0,1.0,1.0
232,4122,201216.0,0.8942618,616.0,6.423247,0.0,1.0,1.0
233,4122,201217.0,1.0169044,661.0,6.493754,0.0,1.0,1.0
234,4122,201218.0,-0.30582076,392.0,5.971262,0.0,1.0,1.0
235,4122,201219.0,0.1596163,471.0,6.154858,0.0,1.0,1.0
236,4122,201220.0,0.33121532,499.0,6.212606,0.0,1.0,1.0
237,4122,201221.0,0.01940962,472.0,6.156979,0.0,1.0,1.0
238,4122,201222.0,-0.58724314,339.0,5.826,0.0,1.0,1.0
239,4122,201223.0,0.11177049,460.0,6.1312265,0.0,1.0,1.0
240,4122,201224.0,0.5357213,491.0,6.196444,0.0,1.0,1.0
241,4122,201225.0,-0.1606685,454.0,6.1180973,0.0,1.0,1.0
242,4122,201226.0,0.18283246,497.0,6.20859,0.0,1.0,1.0
243,4122,201227.0,0.356551,552.0,6.313548,0.0,1.0,1.0
244,4122,201228.0,-0.2871466,377.0,5.9322453,0.0,1.0,1.0
245,4122,201229.0,1.2442225,716.0,6.5736804,0.0,1.0,1.0
246,4122,201230.0,0.8948671,649.0,6.475433,0.0,1.0,1.0
247,4122,201231.0,0.35321972,577.0,6.3578424,0.0,1.0,1.0
248,4122,201232.0,0.25227913,564.0,6.3350544,0.0,1.0,1.0
249,4122,201233.0,1.0911964,697.0,6.5467854,0.0,1.0,1.0
250,4122,201234.0,0.30618158,551.0,6.3117347,0.0,1.0,1.0
251,4122,201235.0,-0.37829623,396.0,5.9814143,0.0,1.0,1.0
252,4122,201236.0,-0.33701178,433.0,6.070738,0.0,1.0,1.0
253,4122,201237.0,0.10016191,506.0,6.2265368,0.0,1.0,1.0
254,4122,201238.0,0.054839704,485.0,6.184149,0.0,1.0,1.0
255,4122,201239.0,0.3755276,583.0,6.368187,0.0,1.0,1.0
256,4448,201001.0,-1.1033992,,,0.0,0.0,1.0
257,4448,201002.0,0.9536177,,,0.0,0.0,1.0
258,4448,201003.0,1.338812,,,0.0,0.0,1.0
259,4448,201004.0,0.6557871,,,0.0,0.0,1.0
260,4448,201005.0,1.7756302,,,0.0,0.0,1.0
261,4448,201006.0,0.7471218,,,0.0,0.0,1.0
262,4448,201007.0,0.9575888,,,0.0,0.0,1.0
263,4448,201008.0,0.5882788,,,0.0,0.0,1.0
264,4448,201009.0,1.4579442,,,0.0,0.0,1.0
265,4448,201010.0,0.85434085,,,0.0,0.0,1.0
266,4448,201011.0,0.9853863,,,0.0,0.0,1.0
267,4448,201012.0,0.4572333,,,0.0,0.0,1.0
268,4448,201013.0,1.870936,,,0.0,0.0,1.0
269,4448,201014.0,-0.32109737,,,0.0,0.0,1.0
270,4448,201015.0,-0.082832865,,,0.0,0.0,1.0
271,4448,201016.0,-0.30918416,,,0.0,0.0,1.0
272,4448,201017.0,-0.082832865,,,0.0,0.0,1.0
273,4448,201018.0,-0.14637007,,,0.0,0.0,1.0
274,4448,201019.0,0.9377334,,,0.0,0.0,1.0
275,4448,201020.0,-0.10268824,,,0.0,0.0,1.0
276,4448,201021.0,-0.9207297,,,0.0,0.0,1.0
277,4448,201022.0,-0.52362216,,,0.0,0.0,1.0
278,4448,201023.0,-0.051064264,,,0.0,0.0,1.0
279,4448,201024.0,-1.147081,,,0.0,0.0,1.0
280,4448,201025.0,-0.09474609,,,0.0,0.0,1.0
281,4448,201026.0,-0.043122113,,,0.0,0.0,1.0
282,4448,201027.0,1.2752749,,,0.0,0.0,1.0
283,4448,201028.0,0.11572088,,,0.0,0.0,1.0
284,4448,201029.0,0.29839033,,,0.0,0.0,1.0
285,4448,201030.0,0.33015895,,,0.0,0.0,1.0
286,4448,201031.0,0.45326227,,,0.0,0.0,1.0
287,4448,201032.0,-0.40846103,,,0.0,0.0,1.0
288,4448,201033.0,1.5214814,,,0.0,0.0,1.0
289,4448,201034.0,0.70741105,,,0.0,0.0,1.0
290,4448,201035.0,0.4572333,,,0.0,0.0,1.0
291,4448,201036.0,0.4492912,,,0.0,0.0,1.0
292,4448,201037.0,0.62798953,,,0.0,0.0,1.0
293,4448,201038.0,1.6247294,,,0.0,0.0,1.0
294,4448,201039.0,0.9377334,,,0.0,0.0,1.0
295,4448,201040.0,1.5373657,,,0.0,0.0,1.0
296,4448,201041.0,0.5247416,,,0.0,0.0,1.0
297,4448,201042.0,0.6716714,,,0.0,0.0,1.0
298,4448,201043.0,0.913907,,,0.0,0.0,1.0
299,4448,201044.0,-0.28932875,,,0.0,0.0,1.0
300,4448,201045.0,0.27853495,,,0.0,0.0,1.0
301,4448,201046.0,-0.38463455,,,0.0,0.0,1.0
302,4448,201047.0,1.0330393,,,0.0,0.0,1.0
303,4448,201048.0,0.5565102,,,0.0,0.0,1.0
304,4448,201049.0,1.0687789,,,0.0,0.0,1.0
305,4448,201050.0,-0.12254361,,,0.0,0.0,1.0
306,4448,201051.0,0.34604323,,,0.0,0.0,1.0
307,4448,201052.0,2.085374,,,0.0,0.0,1.0
308,4448,201053.0,1.2673326,,,0.0,0.0,1.0
309,4448,201101.0,2.0972872,,,0.0,0.0,1.0
310,4448,201102.0,0.59224993,,,0.0,0.0,1.0
311,4448,201104.0,0.94170445,,,0.0,0.0,1.0
312,4448,201105.0,0.7947747,,,0.0,0.0,1.0
313,4448,201106.0,0.052183688,,,0.0,0.0,1.0
314,4448,201107.0,-1.1907628,,,0.0,0.0,1.0
315,4448,201108.0,0.7828615,,,0.0,0.0,1.0
316,4448,201109.0,1.4658865,,,0.0,0.0,1.0
317,4448,201110.0,-0.57524616,,,0.0,0.0,1.0
318,4448,201111.0,0.10777874,,,0.0,0.0,1.0
319,4448,201112.0,-0.39257672,,,0.0,0.0,1.0
320,4448,201113.0,1.7319484,,,0.0,0.0,1.0
321,4448,201114.0,-0.4918536,,,0.0,0.0,1.0
322,4448,201115.0,0.651816,,,0.0,0.0,1.0
323,4448,201116.0,0.2388242,,,0.0,0.0,1.0
324,4448,201117.0,0.5604813,,,0.0,0.0,1.0
325,4448,201118.0,-0.4283164,,,0.0,0.0,1.0
326,4448,201119.0,1.4102913,,,0.0,0.0,1.0
327,4448,201120.0,-0.14239898,,,0.0,0.0,1.0
328,4448,201121.0,-0.09077501,,,0.0,0.0,1.0
329,4448,201123.0,0.8662541,,,0.0,0.0,1.0
330,4448,201124.0,0.12763411,,,0.0,0.0,1.0
331,4448,201125.0,0.94170445,,,0.0,0.0,1.0
332,4448,201126.0,-0.031208888,,,0.0,0.0,1.0
333,4448,201128.0,-0.3488949,,,0.0,0.0,1.0
334,4448,201129.0,0.7431507,,,0.0,0.0,1.0
335,4448,201130.0,0.4453201,,,0.0,0.0,1.0
336,4448,201131.0,0.044241536,,,0.0,0.0,1.0
337,4448,201132.0,0.7868326,,,0.0,0.0,1.0
338,4448,201133.0,0.76697725,,,0.0,0.0,1.0
339,4448,201134.0,0.25073743,,,0.0,0.0,1.0
340,4448,201135.0,0.4453201,,,0.0,0.0,1.0
341,4448,201136.0,-0.43228745,,,0.0,0.0,1.0
342,4448,201137.0,0.40958044,,,0.0,0.0,1.0
343,4448,201138.0,0.2388242,,,0.0,0.0,1.0
344,4448,201139.0,0.25073743,,,0.0,0.0,1.0
345,4448,201140.0,-0.7976264,,,0.0,0.0,1.0
346,4448,201141.0,0.20705561,,,0.0,0.0,1.0
347,4448,201142.0,-0.14239898,,,0.0,0.0,1.0
348,4448,201143.0,0.50091517,,,0.0,0.0,1.0
349,4448,201144.0,0.8344855,,,0.0,0.0,1.0
350,4448,201145.0,-0.40448993,,,0.0,0.0,1.0
351,4448,201146.0,-1.2463578,,,0.0,0.0,1.0
352,4448,201147.0,0.6875557,,,0.0,0.0,1.0
353,4448,201148.0,0.9734731,,,0.0,0.0,1.0
354,4448,201149.0,1.6842955,,,0.0,0.0,1.0
355,4448,201150.0,0.6438739,,,0.0,0.0,1.0
356,4448,201151.0,1.3785228,,,0.0,1.0,1.0
357,4448,201152.0,0.00055971113,,,0.0,1.0,1.0
358,4448,201201.0,0.87022513,,,0.0,1.0,1.0
359,4448,201202.0,0.17925808,,,0.0,1.0,1.0
360,4448,201203.0,1.8868203,,,0.0,1.0,1.0
361,4448,201204.0,1.0846632,,,0.0,1.0,1.0
362,4448,201205.0,,,,0.0,1.0,1.0
363,4448,201206.0,,,,0.0,1.0,1.0
364,4448,201207.0,,,,0.0,1.0,1.0
365,4448,201208.0,,,,0.0,1.0,1.0
366,4448,201209.0,,,,0.0,1.0,1.0
367,4448,201210.0,,,,0.0,1.0,1.0
368,4448,201211.0,,,,0.0,1.0,1.0
369,4448,201212.0,,,,0.0,1.0,1.0
370,4448,201213.0,,,,0.0,1.0,1.0
371,4448,201214.0,0.2388242,,,0.0,1.0,1.0
372,4448,201215.0,-0.1900519,,,0.0,1.0,1.0
373,4448,201216.0,0.7431507,,,0.0,1.0,1.0
374,4448,201217.0,1.3983781,,,0.0,1.0,1.0
375,4448,201218.0,0.82654333,,,0.0,1.0,1.0
376,4448,201219.0,-0.12651469,,,0.0,1.0,1.0
377,4448,201220.0,0.07998121,,,0.0,1.0,1.0
378,4448,201221.0,0.99729955,,,0.0,1.0,1.0
379,4448,201222.0,0.4969441,,,0.0,1.0,1.0
380,4448,201223.0,1.4857417,,,0.0,1.0,1.0
381,4448,201224.0,0.52077055,,,0.0,1.0,1.0
382,4448,201225.0,1.9146179,,,0.0,1.0,1.0
383,4448,201226.0,0.6399028,,,0.0,1.0,1.0
384,4448,201227.0,0.20705561,,,0.0,1.0,1.0
385,4448,201228.0,0.5684234,,,0.0,1.0,1.0
386,4448,201229.0,1.9980104,,,0.0,1.0,1.0
387,4448,201230.0,1.2435062,,,0.0,1.0,1.0
388,4448,201231.0,0.99729955,,,0.0,1.0,1.0
389,4448,201232.0,0.81065905,,,0.0,1.0,1.0
390,4448,201233.0,1.7240063,,,0.0,1.0,1.0
391,4448,201234.0,-0.32903954,,,0.0,1.0,1.0
392,4448,201235.0,1.8868203,,,0.0,1.0,1.0
393,4448,201236.0,0.6041631,,,0.0,1.0,1.0
394,4448,201237.0,0.6041631,,,0.0,1.0,1.0
395,4448,201238.0,0.53665483,,,0.0,1.0,1.0
396,4448,201239.0,1.5373657,,,0.0,1.0,1.0
397,4942,201001.0,-1.2967542,,,0.0,0.0,1.0
398,4942,201002.0,-0.39738515,,,0.0,0.0,1.0
399,4942,201003.0,-0.12318723,,,0.0,0.0,1.0
400,4942,201004.0,1.8674896,,,0.0,0.0,1.0
401,4942,201005.0,-1.6915992,,,0.0,0.0,1.0
402,4942,201006.0,0.62811506,,,0.0,0.0,1.0
403,4942,201007.0,1.154575,,,0.0,0.0,1.0
404,4942,201008.0,1.681035,,,0.0,0.0,1.0
405,4942,201009.0,,,,0.0,0.0,1.0
406,4942,201010.0,,,,0.0,0.0,1.0
407,4942,201011.0,,,,0.0,0.0,1.0
408,4942,201012.0,-0.99513656,,,0.0,0.0,1.0
409,4942,201013.0,0.4087567,,,0.0,0.0,1.0
410,4942,201014.0,0.91328084,,,0.0,0.0,1.0
411,4942,201015.0,0.0961711,,,0.0,0.0,1.0
412,4942,201016.0,1.675551,,,0.0,0.0,1.0
413,4942,201017.0,2.2623346,,,0.0,0.0,1.0
414,4942,201018.0,3.507193,,,0.0,0.0,1.0
415,4942,201019.0,1.0174761,,,0.0,0.0,1.0
416,4942,201020.0,2.1636233,,,0.0,0.0,1.0
417,4942,201021.0,3.0629926,,,0.0,0.0,1.0
418,4942,201022.0,2.2349148,,,0.0,0.0,1.0
419,4942,201023.0,0.77069795,,,0.0,0.0,1.0
420,4942,201024.0,1.6645831,,,0.0,0.0,1.0
421,4942,201025.0,1.1161873,,,0.0,0.0,1.0
422,4942,201026.0,1.3794173,,,0.0,0.0,1.0
423,4942,201027.0,0.4252086,,,0.0,0.0,1.0
424,4942,201028.0,-0.09576744,,,0.0,0.0,1.0
425,4942,201029.0,2.596856,,,0.0,0.0,1.0
426,4942,201030.0,3.6388083,,,0.0,0.0,1.0
